person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
31,80857,OTHER,39.0,MEDICAL,B,20066,13.63,0.25,N,17,0
43,94218,RENT,30.7,MEDICAL,G,9308,16.51,0.1,Y,12,0
34,110817,OTHER,25.0,PERSONAL,B,2087,21.29,0.02,Y,30,0
22,172895,MORTGAGE,19.1,DEBTCONSOLIDATION,E,1987,21.94,0.01,N,24,0
40,12929,RENT,22.7,VENTURE,E,17739,10.55,1.37,N,12,0
48,192720,RENT,33.0,VENTURE,C,19795,24.92,0.1,Y,12,1
60,104781,RENT,38.9,MEDICAL,F,21853,13.4,0.21,N,2,0
31,22714,RENT,29.2,DEBTCONSOLIDATION,D,21206,17.03,0.93,Y,3,0
21,28757,OWN,35.4,DEBTCONSOLIDATION,A,20371,22.46,0.71,N,25,0
23,111606,OTHER,0.8,PERSONAL,G,17201,20.67,0.15,N,15,1
53,77471,RENT,39.1,PERSONAL,A,19754,5.75,0.25,N,24,0
42,76039,OTHER,15.4,EDUCATION,C,29383,12.02,0.39,N,15,1
55,162295,OWN,34.4,VENTURE,D,9317,11.33,0.06,N,3,1
32,149026,RENT,27.9,HOMEIMPROVEMENT,C,5685,6.78,0.04,Y,7,0
26,110678,MORTGAGE,7.1,DEBTCONSOLIDATION,C,4424,16.14,0.04,Y,13,0
58,15897,MORTGAGE,9.6,MEDICAL,A,29282,22.36,1.84,Y,26,1
24,175662,OTHER,27.4,VENTURE,G,32232,22.14,0.18,N,30,1
26,174061,RENT,27.6,EDUCATION,G,10743,19.01,0.06,Y,20,1
50,25180,OWN,14.5,VENTURE,A,27585,15.2,1.1,N,10,1
46,84149,MORTGAGE,30.4,DEBTCONSOLIDATION,E,12297,10.03,0.15,N,4,0
54,69750,OWN,20.3,PERSONAL,G,6268,22.12,0.09,Y,29,1
28,81265,MORTGAGE,30.7,DEBTCONSOLIDATION,E,10796,20.62,0.13,N,25,0
56,34200,MORTGAGE,36.6,MEDICAL,E,20537,5.4,0.6,Y,20,0
44,99065,MORTGAGE,35.9,EDUCATION,G,10636,17.89,0.11,N,19,0
52,139586,RENT,25.8,VENTURE,G,16484,14.57,0.12,N,15,0
56,133213,OWN,18.1,PERSONAL,C,16768,10.48,0.13,Y,13,1
26,151038,OTHER,4.9,EDUCATION,G,29753,11.13,0.2,N,27,0
47,191980,OTHER,30.1,DEBTCONSOLIDATION,E,5848,16.77,0.03,Y,30,1
44,76353,OWN,13.7,DEBTCONSOLIDATION,F,14301,7.26,0.19,N,29,0
20,149184,MORTGAGE,16.8,VENTURE,C,8153,5.52,0.05,N,29,0
33,164983,OTHER,19.4,DEBTCONSOLIDATION,C,18684,20.7,0.11,N,17,0
27,81222,RENT,14.2,VENTURE,G,31175,23.89,0.38,Y,6,0
21,192769,RENT,14.4,MEDICAL,C,18992,5.72,0.1,N,16,0
28,107046,OTHER,39.7,EDUCATION,D,17430,24.0,0.16,N,25,0
42,98246,MORTGAGE,28.4,DEBTCONSOLIDATION,D,26083,23.84,0.27,N,8,1
41,190839,MORTGAGE,38.9,PERSONAL,F,22386,5.53,0.12,N,8,0
63,127785,OWN,18.8,DEBTCONSOLIDATION,D,9068,15.56,0.07,Y,17,1
40,186226,OTHER,2.4,DEBTCONSOLIDATION,E,18371,21.83,0.1,Y,25,0
47,115665,RENT,9.4,VENTURE,G,2539,20.76,0.02,Y,26,1
63,90276,MORTGAGE,21.6,DEBTCONSOLIDATION,G,19208,8.93,0.21,N,3,1
50,168114,OTHER,32.1,VENTURE,C,15175,14.56,0.09,N,23,0
28,82926,OTHER,4.2,MEDICAL,E,4735,16.73,0.06,N,8,0
47,162552,MORTGAGE,0.9,DEBTCONSOLIDATION,D,11877,11.86,0.07,Y,13,1
44,168974,RENT,13.9,HOMEIMPROVEMENT,D,4561,14.61,0.03,Y,8,1
62,22079,RENT,21.0,EDUCATION,B,20676,21.5,0.94,Y,6,1
50,88551,OWN,7.1,VENTURE,E,12007,20.16,0.14,N,21,1
55,10991,RENT,27.9,DEBTCONSOLIDATION,E,23598,23.15,2.15,Y,5,1
31,160041,MORTGAGE,16.8,MEDICAL,A,16705,6.36,0.1,Y,19,1
49,167169,RENT,10.5,MEDICAL,E,23364,6.92,0.14,Y,22,1
32,70421,RENT,39.7,HOMEIMPROVEMENT,D,28826,18.6,0.41,N,6,1
38,59515,OWN,28.8,MEDICAL,G,19308,22.73,0.32,N,14,1
50,73260,MORTGAGE,25.1,DEBTCONSOLIDATION,G,21766,6.07,0.3,Y,2,0
31,127585,OTHER,31.6,DEBTCONSOLIDATION,G,5698,24.91,0.04,Y,28,1
30,103782,RENT,38.0,MEDICAL,C,13467,8.16,0.13,N,21,0
37,181608,MORTGAGE,27.0,DEBTCONSOLIDATION,E,16627,18.82,0.09,Y,14,0
65,130944,OTHER,23.6,EDUCATION,F,33936,22.59,0.26,N,29,0
30,148036,OTHER,17.7,HOMEIMPROVEMENT,D,31965,10.14,0.22,N,21,1
38,14721,OTHER,15.2,EDUCATION,E,25217,22.32,1.71,N,12,1
38,36301,MORTGAGE,19.4,PERSONAL,F,34171,6.0,0.94,Y,11,1
24,194645,RENT,18.4,PERSONAL,E,5026,7.69,0.03,N,9,0
35,129640,RENT,39.5,EDUCATION,D,24382,13.76,0.19,Y,11,0
34,103743,MORTGAGE,1.2,HOMEIMPROVEMENT,B,24750,9.18,0.24,Y,23,1
27,198553,MORTGAGE,20.4,MEDICAL,D,29527,21.87,0.15,Y,28,1
23,192034,RENT,29.0,DEBTCONSOLIDATION,A,30723,10.5,0.16,Y,4,0
48,104230,OTHER,38.1,VENTURE,B,946,8.7,0.01,Y,24,0
48,65865,OTHER,8.5,HOMEIMPROVEMENT,D,3402,6.67,0.05,Y,5,0
38,158289,OWN,16.5,PERSONAL,G,10858,23.39,0.07,Y,25,0
36,14076,RENT,16.6,EDUCATION,E,25486,11.69,1.81,N,14,1
61,92075,RENT,39.0,MEDICAL,B,22873,15.85,0.25,Y,28,1
50,31878,RENT,33.2,DEBTCONSOLIDATION,G,2527,24.88,0.08,Y,11,1
25,92793,OWN,36.9,DEBTCONSOLIDATION,A,21994,17.22,0.24,N,3,0
29,136332,OTHER,24.0,EDUCATION,G,18458,20.93,0.14,N,17,0
46,23024,MORTGAGE,10.3,HOMEIMPROVEMENT,G,22276,12.52,0.97,N,17,1
37,54339,OWN,12.4,MEDICAL,G,4228,12.74,0.08,N,23,0
52,118797,RENT,31.2,VENTURE,C,17398,22.6,0.15,Y,17,0
26,40358,MORTGAGE,22.5,PERSONAL,D,4138,12.38,0.1,Y,4,0
62,96591,MORTGAGE,36.4,PERSONAL,E,11667,13.03,0.12,N,29,0
22,78852,MORTGAGE,29.4,PERSONAL,C,18784,19.93,0.24,N,26,1
45,139416,RENT,21.2,PERSONAL,F,23211,21.96,0.17,Y,12,0
34,124885,OTHER,39.2,EDUCATION,D,33913,10.04,0.27,N,3,0
36,26454,OTHER,29.0,DEBTCONSOLIDATION,E,8128,10.9,0.31,Y,16,0
62,151288,RENT,17.6,PERSONAL,A,28626,15.7,0.19,N,9,0
56,133838,OWN,26.9,EDUCATION,E,31139,12.83,0.23,Y,23,1
36,41850,OTHER,31.3,MEDICAL,A,2419,20.93,0.06,N,2,1
49,101190,RENT,28.4,HOMEIMPROVEMENT,A,856,22.98,0.01,N,19,0
52,84435,MORTGAGE,14.5,VENTURE,A,28542,23.42,0.34,N,27,1
47,137953,OWN,27.5,HOMEIMPROVEMENT,F,10941,20.97,0.08,Y,19,0
39,163667,RENT,10.4,PERSONAL,F,10398,7.21,0.06,Y,16,0
43,173095,OTHER,21.4,EDUCATION,D,30899,23.23,0.18,N,27,0
53,187699,RENT,6.8,PERSONAL,C,18037,21.16,0.1,N,22,0
45,164900,RENT,3.6,DEBTCONSOLIDATION,G,11324,11.84,0.07,N,27,1
54,66669,OTHER,3.8,PERSONAL,G,3010,7.97,0.05,N,28,0
24,115757,OWN,28.7,DEBTCONSOLIDATION,F,26597,19.37,0.23,N,3,1
43,98355,MORTGAGE,35.4,HOMEIMPROVEMENT,A,21343,7.46,0.22,N,30,0
24,124188,OTHER,6.1,HOMEIMPROVEMENT,D,23255,15.83,0.19,N,29,0
44,24247,OWN,31.2,EDUCATION,G,25122,15.27,1.04,Y,6,0
59,48842,OWN,13.0,MEDICAL,C,3514,21.1,0.07,Y,14,0
21,170571,OTHER,22.4,VENTURE,G,13889,21.45,0.08,N,5,0
54,62452,MORTGAGE,35.7,PERSONAL,A,792,13.74,0.01,N,19,0
38,73136,OWN,38.2,PERSONAL,C,28719,6.24,0.39,N,28,0
46,10343,OTHER,35.5,VENTURE,C,16554,14.41,1.6,Y,11,1
59,23353,MORTGAGE,29.9,EDUCATION,A,17723,14.4,0.76,Y,17,0
56,16186,OWN,34.0,VENTURE,C,24638,7.27,1.52,Y,2,0
23,94054,RENT,35.9,PERSONAL,E,21980,23.31,0.23,N,11,0
54,143154,RENT,21.7,EDUCATION,D,20649,5.49,0.14,Y,18,1
40,10699,OTHER,6.6,MEDICAL,B,12544,5.26,1.17,Y,19,1
40,106939,RENT,4.7,MEDICAL,B,17073,14.36,0.16,Y,27,0
52,134251,MORTGAGE,0.5,MEDICAL,A,14148,24.67,0.11,Y,30,0
37,33014,RENT,14.4,PERSONAL,G,19472,7.04,0.59,Y,24,0
20,139135,MORTGAGE,25.3,PERSONAL,C,24989,6.35,0.18,N,20,0
33,66693,OWN,18.9,DEBTCONSOLIDATION,E,10028,20.69,0.15,N,19,0
57,79528,OTHER,9.0,VENTURE,G,13808,5.84,0.17,Y,23,1
33,168002,RENT,15.0,PERSONAL,C,27551,8.97,0.16,Y,16,1
39,42269,OWN,19.1,HOMEIMPROVEMENT,G,19969,17.31,0.47,Y,22,1
24,158764,OWN,35.7,VENTURE,E,19319,22.39,0.12,N,11,1
47,101735,OWN,3.4,MEDICAL,F,21151,18.86,0.21,N,13,0
55,40760,MORTGAGE,1.3,HOMEIMPROVEMENT,E,21446,24.84,0.53,N,14,0
61,38256,OTHER,24.7,HOMEIMPROVEMENT,D,27425,20.62,0.72,Y,23,0
28,62029,RENT,11.2,EDUCATION,B,15050,18.83,0.24,Y,5,0
44,11066,OWN,13.0,HOMEIMPROVEMENT,F,10563,14.91,0.95,N,2,1
39,74266,OTHER,37.2,VENTURE,E,20371,14.35,0.27,N,22,1
22,51993,OTHER,12.6,DEBTCONSOLIDATION,E,27924,24.05,0.54,Y,15,1
42,63781,OTHER,7.7,PERSONAL,G,34962,24.52,0.55,Y,8,1
22,157912,OTHER,1.2,HOMEIMPROVEMENT,G,11623,10.89,0.07,N,3,0
49,104879,RENT,20.9,VENTURE,B,7336,5.06,0.07,N,28,0
49,148255,OWN,20.2,DEBTCONSOLIDATION,A,28262,15.89,0.19,N,2,1
45,142172,RENT,35.0,EDUCATION,D,3576,11.23,0.03,Y,13,1
63,79798,OTHER,12.9,PERSONAL,D,5420,18.55,0.07,Y,7,0
26,184542,OTHER,39.7,VENTURE,A,14717,7.47,0.08,Y,18,0
55,11149,MORTGAGE,35.4,MEDICAL,C,30387,16.02,2.73,Y,28,0
37,149980,OWN,7.7,VENTURE,G,21361,15.78,0.14,N,25,0
44,25697,OWN,4.0,PERSONAL,F,33553,18.75,1.31,N,24,1
46,88025,RENT,12.8,DEBTCONSOLIDATION,E,31730,17.71,0.36,N,9,0
53,140731,RENT,33.7,EDUCATION,D,34843,8.46,0.25,N,24,0
35,125032,RENT,5.1,DEBTCONSOLIDATION,G,34964,15.55,0.28,Y,11,0
25,97460,MORTGAGE,19.5,DEBTCONSOLIDATION,A,15896,17.63,0.16,N,8,0
38,53801,RENT,33.6,DEBTCONSOLIDATION,C,25908,24.64,0.48,N,17,0
37,199427,MORTGAGE,9.9,PERSONAL,D,10923,13.99,0.05,Y,13,0
59,135198,OTHER,17.4,PERSONAL,E,20744,21.5,0.15,N,18,1
45,76339,RENT,30.6,MEDICAL,D,29927,10.89,0.39,N,6,1
59,192968,OTHER,20.4,MEDICAL,G,28512,11.86,0.15,Y,12,0
62,88826,OWN,10.5,HOMEIMPROVEMENT,G,28150,13.04,0.32,Y,21,1
58,24373,OTHER,6.5,DEBTCONSOLIDATION,D,31444,17.32,1.29,Y,15,1
26,92426,MORTGAGE,4.2,HOMEIMPROVEMENT,B,29223,19.35,0.32,Y,19,1
54,147786,OWN,39.6,HOMEIMPROVEMENT,B,13796,21.69,0.09,N,6,0
61,76292,OTHER,26.0,DEBTCONSOLIDATION,D,12736,16.26,0.17,N,4,1
43,115236,MORTGAGE,19.9,DEBTCONSOLIDATION,E,3895,16.19,0.03,N,8,0
25,195082,MORTGAGE,33.3,HOMEIMPROVEMENT,B,27397,7.91,0.14,Y,22,0
61,114540,RENT,2.1,PERSONAL,B,28546,13.25,0.25,N,29,0
22,163477,OTHER,3.0,HOMEIMPROVEMENT,G,2876,16.33,0.02,Y,2,1
26,122640,OTHER,14.2,DEBTCONSOLIDATION,E,21673,11.18,0.18,N,25,0
23,35188,OTHER,35.4,MEDICAL,G,26723,7.61,0.76,N,25,1
61,191110,OWN,32.2,PERSONAL,F,21130,8.62,0.11,Y,12,0
55,159582,OTHER,27.5,EDUCATION,A,33207,20.47,0.21,Y,7,1
45,107915,OTHER,22.8,PERSONAL,A,29823,6.18,0.28,N,26,0
27,139679,RENT,8.5,MEDICAL,A,10122,12.15,0.07,Y,15,0
29,130162,OTHER,36.3,MEDICAL,B,20823,21.64,0.16,N,26,0
41,46739,OTHER,26.9,MEDICAL,A,21463,24.46,0.46,N,17,0
63,79044,RENT,3.3,VENTURE,A,10786,15.17,0.14,N,8,0
55,150898,OTHER,13.7,HOMEIMPROVEMENT,F,32844,23.46,0.22,Y,3,1
24,186450,MORTGAGE,35.3,EDUCATION,G,11293,20.25,0.06,Y,27,0
45,81769,OWN,0.8,DEBTCONSOLIDATION,B,9275,17.06,0.11,N,16,0
38,178654,MORTGAGE,9.1,DEBTCONSOLIDATION,B,20756,11.9,0.12,N,18,0
51,191725,MORTGAGE,35.1,PERSONAL,C,31462,23.86,0.16,Y,10,0
45,198578,MORTGAGE,36.5,VENTURE,B,33919,9.22,0.17,N,5,0
20,117497,OTHER,25.1,DEBTCONSOLIDATION,G,5380,5.44,0.05,N,19,1
31,170853,OWN,23.2,EDUCATION,A,25355,17.72,0.15,Y,5,1
28,121062,MORTGAGE,20.2,HOMEIMPROVEMENT,D,3797,24.35,0.03,Y,11,0
24,10462,MORTGAGE,25.7,VENTURE,E,6306,12.23,0.6,N,9,1
42,109327,MORTGAGE,38.5,DEBTCONSOLIDATION,B,15111,10.74,0.14,N,10,0
49,191345,RENT,20.6,PERSONAL,D,14685,6.42,0.08,Y,20,1
61,86666,OWN,12.9,VENTURE,E,18160,22.14,0.21,Y,25,1
64,42377,OWN,20.9,PERSONAL,F,7103,20.88,0.17,Y,14,1
29,34814,RENT,12.8,MEDICAL,G,32991,24.49,0.95,Y,26,1
49,23591,OTHER,2.3,PERSONAL,D,2147,17.43,0.09,Y,22,1
28,110880,OWN,7.4,VENTURE,B,17235,19.28,0.16,Y,6,0
48,50087,RENT,38.3,VENTURE,E,34924,6.05,0.7,N,3,0
59,177978,OWN,17.6,HOMEIMPROVEMENT,D,32916,18.27,0.18,Y,24,0
32,172612,OTHER,33.4,EDUCATION,D,7632,21.22,0.04,N,13,1
26,187959,OWN,39.3,MEDICAL,D,10567,15.55,0.06,N,27,1
58,14680,RENT,16.8,MEDICAL,A,21188,17.07,1.44,N,7,0
38,127003,OTHER,38.3,MEDICAL,F,22224,19.69,0.17,Y,8,1
61,126908,OWN,2.8,DEBTCONSOLIDATION,B,20079,21.35,0.16,N,30,0
24,171549,OTHER,30.0,VENTURE,D,24143,17.61,0.14,Y,5,0
21,21360,OWN,19.9,VENTURE,C,23881,22.76,1.12,N,3,0
42,41621,OWN,37.7,EDUCATION,E,4000,22.49,0.1,N,8,1
64,10733,MORTGAGE,36.0,VENTURE,G,25605,24.73,2.39,Y,7,1
49,176119,OWN,28.4,VENTURE,C,25718,20.49,0.15,Y,14,0
63,170175,OTHER,12.7,PERSONAL,A,23300,8.27,0.14,N,26,0
54,138974,OWN,34.4,PERSONAL,D,21810,13.92,0.16,Y,25,1
61,88587,MORTGAGE,26.2,MEDICAL,G,8039,16.87,0.09,N,23,1
63,160651,OTHER,7.0,MEDICAL,F,13771,16.06,0.09,Y,20,0
65,46990,OTHER,17.9,DEBTCONSOLIDATION,A,23748,14.01,0.51,Y,23,0
53,96877,RENT,25.9,PERSONAL,C,7696,22.91,0.08,Y,13,1
27,18000,OWN,3.6,HOMEIMPROVEMENT,D,30183,7.61,1.68,Y,17,1
26,81798,MORTGAGE,33.1,MEDICAL,D,28656,24.03,0.35,Y,21,1
45,130355,OTHER,31.8,PERSONAL,F,22316,6.09,0.17,N,9,0
20,31279,RENT,39.5,VENTURE,F,24881,11.84,0.8,N,24,1
43,119904,OTHER,14.5,VENTURE,B,9627,16.76,0.08,N,17,0
25,25376,MORTGAGE,0.1,HOMEIMPROVEMENT,C,1877,20.85,0.07,Y,9,1
59,87847,OTHER,30.4,EDUCATION,A,20856,19.06,0.24,Y,29,0
26,108358,MORTGAGE,8.8,VENTURE,B,1331,11.44,0.01,N,7,0
20,138644,RENT,25.4,VENTURE,B,13764,6.25,0.1,N,5,0
23,135567,RENT,34.3,PERSONAL,D,26588,7.44,0.2,Y,9,1
49,25120,MORTGAGE,23.0,MEDICAL,A,8339,14.2,0.33,N,16,0
63,63144,RENT,23.8,MEDICAL,D,29543,5.65,0.47,N,23,1
49,81079,OTHER,33.1,EDUCATION,B,34006,9.38,0.42,N,19,0
65,132969,OTHER,34.0,HOMEIMPROVEMENT,E,33578,8.06,0.25,Y,16,1
45,149206,OTHER,21.5,VENTURE,B,29794,24.73,0.2,Y,24,1
22,159390,OTHER,2.6,MEDICAL,C,32489,21.29,0.2,N,2,1
32,66644,OTHER,18.1,EDUCATION,F,6257,6.31,0.09,N,14,0
53,27336,MORTGAGE,0.7,EDUCATION,E,12461,23.95,0.46,N,11,0
61,41200,OWN,18.0,VENTURE,G,21868,6.12,0.53,N,23,0
62,66784,RENT,14.9,HOMEIMPROVEMENT,D,15954,14.38,0.24,Y,27,1
61,170236,RENT,14.6,HOMEIMPROVEMENT,F,5386,19.18,0.03,N,27,0
21,16903,MORTGAGE,36.1,HOMEIMPROVEMENT,A,20414,13.64,1.21,N,11,0
23,100994,RENT,13.1,HOMEIMPROVEMENT,G,15097,17.32,0.15,Y,17,1
25,194371,RENT,24.9,DEBTCONSOLIDATION,B,28943,20.79,0.15,Y,2,0
47,187774,RENT,25.6,HOMEIMPROVEMENT,A,19603,11.17,0.1,Y,15,0
47,199402,OTHER,3.8,VENTURE,G,31078,18.7,0.16,N,7,0
46,132890,RENT,22.3,PERSONAL,C,34505,19.88,0.26,N,19,0
63,13053,MORTGAGE,24.9,VENTURE,D,21622,19.03,1.66,Y,11,0
22,70417,RENT,7.9,MEDICAL,A,34573,22.3,0.49,Y,16,1
55,169609,OTHER,7.1,EDUCATION,F,20823,17.22,0.12,N,15,1
26,169913,MORTGAGE,23.6,MEDICAL,G,33664,23.64,0.2,Y,13,1
56,19934,RENT,0.4,VENTURE,B,14410,10.25,0.72,Y,6,1
51,192808,OTHER,2.2,MEDICAL,E,20550,22.01,0.11,Y,15,0
35,171743,MORTGAGE,29.7,MEDICAL,B,18735,10.12,0.11,Y,4,0
60,11096,RENT,4.8,DEBTCONSOLIDATION,G,22708,14.55,2.05,N,26,1
43,36911,OWN,24.9,MEDICAL,C,16780,8.14,0.45,Y,17,1
52,66546,OTHER,9.7,VENTURE,C,11433,21.32,0.17,Y,23,0
34,48589,MORTGAGE,9.4,DEBTCONSOLIDATION,B,6791,19.78,0.14,N,27,0
56,123364,MORTGAGE,37.7,EDUCATION,E,925,14.82,0.01,Y,13,1
46,195980,MORTGAGE,34.3,MEDICAL,G,21869,19.41,0.11,Y,30,1
53,54745,MORTGAGE,1.7,DEBTCONSOLIDATION,E,10935,15.39,0.2,Y,13,0
53,125523,OWN,23.1,DEBTCONSOLIDATION,F,30109,5.47,0.24,N,30,0
60,177718,MORTGAGE,34.8,VENTURE,F,14759,12.61,0.08,Y,13,1
28,187324,OWN,16.7,EDUCATION,F,5919,24.44,0.03,N,13,0
24,32113,MORTGAGE,7.9,EDUCATION,F,29941,19.95,0.93,Y,28,1
26,84867,OTHER,19.1,MEDICAL,G,25385,22.02,0.3,N,8,0
25,71962,OTHER,39.5,HOMEIMPROVEMENT,E,31468,5.16,0.44,Y,29,0
41,75057,OWN,21.6,HOMEIMPROVEMENT,E,5431,20.96,0.07,Y,22,0
34,182743,OTHER,32.0,MEDICAL,D,24339,21.9,0.13,N,27,0
37,85536,MORTGAGE,4.6,DEBTCONSOLIDATION,C,25629,8.09,0.3,Y,6,1
62,63873,MORTGAGE,30.9,MEDICAL,F,18117,21.0,0.28,Y,20,0
44,41987,OWN,20.7,VENTURE,A,25146,5.89,0.6,N,20,0
61,63062,MORTGAGE,13.6,PERSONAL,D,13586,15.37,0.22,Y,21,1
44,48195,OTHER,0.6,DEBTCONSOLIDATION,B,32268,15.14,0.67,N,27,0
23,74347,OTHER,26.0,DEBTCONSOLIDATION,A,24112,12.53,0.32,N,22,0
46,56191,MORTGAGE,25.1,DEBTCONSOLIDATION,E,25621,17.27,0.46,Y,6,1
30,153423,RENT,27.1,HOMEIMPROVEMENT,E,34512,23.72,0.22,Y,18,1
20,130688,RENT,11.3,DEBTCONSOLIDATION,B,13891,19.08,0.11,Y,9,0
46,144044,RENT,20.3,MEDICAL,E,33634,10.72,0.23,N,8,0
51,45214,RENT,33.6,EDUCATION,D,32897,24.87,0.73,N,8,0
34,29046,RENT,27.4,HOMEIMPROVEMENT,A,20451,9.66,0.7,N,24,1
57,132939,OTHER,13.2,VENTURE,E,17632,8.53,0.13,Y,19,0
22,27224,OTHER,11.2,EDUCATION,E,6496,19.27,0.24,Y,5,1
44,103534,OTHER,12.4,PERSONAL,B,4252,7.62,0.04,Y,5,1
51,148366,RENT,17.9,PERSONAL,C,12147,19.07,0.08,Y,17,0
53,152722,RENT,34.9,HOMEIMPROVEMENT,C,11428,5.48,0.07,Y,2,0
27,109891,MORTGAGE,5.2,VENTURE,B,26468,6.79,0.24,Y,2,0
34,35392,RENT,0.7,PERSONAL,D,12353,20.15,0.35,Y,9,1
60,54537,OWN,7.8,DEBTCONSOLIDATION,A,5425,9.31,0.1,N,3,0
56,181094,RENT,33.3,MEDICAL,A,5398,22.31,0.03,N,14,0
25,194684,OWN,32.6,PERSONAL,D,32962,7.86,0.17,N,7,1
38,105541,RENT,27.8,HOMEIMPROVEMENT,E,971,13.68,0.01,Y,24,0
42,69949,OWN,38.4,MEDICAL,A,7842,24.09,0.11,Y,15,1
24,19349,MORTGAGE,33.7,HOMEIMPROVEMENT,C,25263,23.77,1.31,N,9,1
43,184467,RENT,32.4,MEDICAL,A,14062,9.43,0.08,Y,2,0
48,63219,RENT,34.6,HOMEIMPROVEMENT,G,10319,10.87,0.16,Y,17,1
60,62831,MORTGAGE,22.7,DEBTCONSOLIDATION,D,27689,11.75,0.44,Y,20,1
44,69057,MORTGAGE,19.2,EDUCATION,B,7130,16.76,0.1,Y,24,1
55,88235,RENT,15.7,DEBTCONSOLIDATION,D,32490,12.21,0.37,Y,24,1
53,73220,RENT,10.7,MEDICAL,A,1665,9.5,0.02,N,26,0
43,104569,MORTGAGE,15.5,DEBTCONSOLIDATION,C,11073,6.17,0.11,Y,26,0
58,15572,OWN,8.5,PERSONAL,A,25095,24.55,1.61,Y,21,1
58,11826,OTHER,29.8,HOMEIMPROVEMENT,A,32390,20.31,2.74,Y,16,0
27,161616,OWN,15.6,VENTURE,D,23720,21.05,0.15,N,14,1
45,179739,OWN,26.5,DEBTCONSOLIDATION,F,34264,17.55,0.19,N,8,0
63,123058,MORTGAGE,17.0,DEBTCONSOLIDATION,G,33204,20.69,0.27,Y,2,1
20,77394,OTHER,3.2,PERSONAL,G,15400,12.67,0.2,N,9,1
44,87425,RENT,10.1,EDUCATION,F,31237,7.3,0.36,N,11,1
24,87750,MORTGAGE,23.2,MEDICAL,A,3837,5.99,0.04,Y,15,0
42,89956,OTHER,7.8,MEDICAL,D,17164,7.7,0.19,N,24,1
36,63248,OTHER,25.2,PERSONAL,G,2125,16.31,0.03,Y,10,1
61,146712,RENT,10.6,VENTURE,F,19972,13.84,0.14,Y,28,1
20,125262,MORTGAGE,4.5,PERSONAL,G,28542,5.26,0.23,Y,13,1
40,62993,RENT,7.5,DEBTCONSOLIDATION,A,29998,13.43,0.48,Y,19,1
56,100814,MORTGAGE,37.0,VENTURE,C,17926,18.58,0.18,Y,14,1
48,170971,RENT,14.0,HOMEIMPROVEMENT,C,11295,16.07,0.07,N,8,0
33,170164,OTHER,24.7,PERSONAL,A,11223,21.03,0.07,N,22,0
42,123788,RENT,5.5,PERSONAL,G,25585,10.7,0.21,N,25,0
50,108572,MORTGAGE,18.5,MEDICAL,D,11613,11.62,0.11,Y,19,1
42,25196,RENT,26.0,MEDICAL,B,10673,12.12,0.42,Y,30,0
30,144910,OTHER,4.8,EDUCATION,E,23067,17.57,0.16,Y,10,1
63,50141,MORTGAGE,27.3,EDUCATION,A,16629,8.71,0.33,N,12,0
27,150698,RENT,34.4,HOMEIMPROVEMENT,G,2814,20.58,0.02,Y,18,0
58,21195,MORTGAGE,7.8,VENTURE,D,14872,22.79,0.7,Y,27,1
55,148226,MORTGAGE,0.7,DEBTCONSOLIDATION,D,31613,14.28,0.21,N,20,1
64,27083,RENT,29.4,MEDICAL,A,32586,22.62,1.2,N,3,0
51,86870,MORTGAGE,13.9,DEBTCONSOLIDATION,C,2105,21.99,0.02,Y,30,0
52,129170,OTHER,18.8,HOMEIMPROVEMENT,F,20500,9.91,0.16,N,25,0
46,139850,OTHER,24.3,HOMEIMPROVEMENT,D,11215,16.26,0.08,Y,25,1
30,197694,OTHER,8.7,MEDICAL,B,32548,20.12,0.16,Y,23,0
59,30669,RENT,13.1,VENTURE,G,21546,18.66,0.7,Y,10,1
34,90790,OWN,0.8,VENTURE,D,34471,18.04,0.38,Y,6,0
52,126380,OTHER,32.4,HOMEIMPROVEMENT,A,28775,5.67,0.23,N,27,0
25,162833,RENT,18.8,PERSONAL,B,18065,8.72,0.11,Y,15,0
48,75628,OWN,18.5,HOMEIMPROVEMENT,A,4915,9.36,0.06,Y,18,0
32,85298,RENT,7.5,DEBTCONSOLIDATION,D,8319,21.1,0.1,Y,15,1
26,85222,OTHER,15.3,EDUCATION,A,29678,9.1,0.35,N,19,0
34,100127,MORTGAGE,4.8,MEDICAL,C,27865,22.42,0.28,N,30,0
32,26832,RENT,31.1,HOMEIMPROVEMENT,E,21918,16.85,0.82,N,14,1
60,14937,RENT,21.8,DEBTCONSOLIDATION,E,18098,9.47,1.21,Y,3,1
55,185084,MORTGAGE,19.0,DEBTCONSOLIDATION,A,27015,12.47,0.15,N,2,0
23,187687,MORTGAGE,35.9,HOMEIMPROVEMENT,F,2973,20.02,0.02,Y,11,1
45,197590,OWN,22.2,EDUCATION,D,4799,14.35,0.02,N,24,0
54,129933,OWN,30.6,VENTURE,G,13713,6.56,0.11,Y,24,1
25,59803,OTHER,36.4,EDUCATION,E,13700,15.4,0.23,Y,11,1
61,70085,RENT,31.0,DEBTCONSOLIDATION,E,15563,10.54,0.22,Y,22,1
38,138472,OTHER,10.2,EDUCATION,F,31778,8.95,0.23,N,19,0
33,71306,OTHER,26.0,DEBTCONSOLIDATION,B,32441,21.2,0.45,Y,19,1
